StrainID	Species	Old ID	StrainInfo doi	Phylum	Family	Growth atm.	Recommended medium for growth	Incubation time	Risk Group	Geographic location	Host disease status	Host age class	Sample material	Date of isolation (JJJJ-MM-DD)	genome_md5	assembly_qual	genome_length	number_contig	N50	number_contig_below_1kb	max_contig_length	coverage	assembly_software	compl_score	compl_software	contam_score	contam_software	trnas	trna_ext_software	adapters_file	plasmid_length	is_compl_grtr_90	is_contam_less_5	is_coverage_grtr_10	are_contigs_less_100	is_N50_grtr_25kb	is_max_contig_grtr_100kb	is_trnas_grtr_18	is_SSU_grtr_0	is_LSU_grtr_0	is_5S_grtr_0	assembly_date	workflow_version	sequencing_technology
CLA-AP-H29	Pseudoflavonifractor intestinihominis	C45-36-14	10.60712/SI-ID414342.1	Bacillota	Oscillospiraceae	Anaerobe	BHI; WCA; mGAM	1-3 days	Unknown	Germany	atopic dermatitis	Adult	feces	2021-09-15	6b5052aa07541e43e08aea00f7dab067	High-quality draft	3691727	76	116885	141	281837	322	SPAdes	99.33	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H3	Phocaeicola vulgatus	C2-38-B1	10.60712/SI-ID414343.1	Bacteroidota	Bacteroidaceae	Anaerobe	BHI; WCA; mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2021-07-26	a8d5eb6a4b213e71fd0fb59a9ed39cf2	Manual review: are_contigs_less_100	4869394	120	89744	256	420705	305	SPAdes	99.25	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H30	Alistipes shahii	C45-38-A14	10.60712/SI-ID414344.1	Bacteroidota	Rikenellaceae	Anaerobe	mGAM; BHI; WCA	1-3 days	1	Germany	atopic dermatitis	Adult	feces	2021-07-26	1cc7cedde7fbc2ed2e080314767b4951	High-quality draft	3737906	96	159930	213	529701	492	SPAdes	100	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H31	Akkermansia muciniphila	C45-96-A2	10.60712/SI-ID414345.1	Verrucomicrobiota	Akkermansiaceae	Anaerobe	AAM; mGAM; BHI; WCA	1-3 days	1	Germany	atopic dermatitis	Adult	feces	2021-10-15	8965d0ed60ed26f68f3ad94a7df65a2f	High-quality draft	2852213	60	118613	138	375698	483	SPAdes	97.96	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AP-H33	Bifidobacterium longum	C45-96-B18	10.60712/SI-ID414346.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	BHI; WCA; mGAM	1-3 days	1	Germany	atopic dermatitis	Adult	feces	2021-08-11	90a324b6466a1103a4dd663a4c10b60d	High-quality draft	2460525	64	88612	44	216587	636	SPAdes	99.94	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	10230;4896	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H34	Flavonifractor hominis	C45-96-B25	10.60712/SI-ID414347.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM; BHI; WCA	1-3 days	Unknown	Germany	atopic dermatitis	Adult	feces	2021-09-15	63852d539a957dee94a24f7af22105c0	High-quality draft	2937948	41	353663	223	861182	467	SPAdes	99.33	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AP-H36	Slackia piriformis	C45-96-B21	10.60712/SI-ID414348.1	Actinomycetota	Eggerthellaceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2021-07-19	09d949a125a38bda89a8274d629294e7	High-quality draft	2266973	62	119916	62	283627	987	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	9976	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H37	Mediterraneibacter gnavus	C45-38-B10	10.60712/SI-ID414349.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM	1-3 days	1	Germany	atopic dermatitis	Adult	feces	2021-06-24	1d0ffaab4aa5bb4072c2eab0ee7639f7	Manual review: are_contigs_less_100	3717312	136	94556	209	241738	308	SPAdes	99.42	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	14070	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H4	Phocaeicola vulgatus	C5-36-A4	10.60712/SI-ID414350.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM; BHI; WCA	1-3 days	1	Germany	Healthy	Adult	feces	2021-06-17	5ce15313f899a88c6a4524c2b7f6dd08	High-quality draft	4725903	96	105264	155	291171	265	SPAdes	99.25	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	4148	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H5	Bacteroides ovatus	C5-38-C	10.60712/SI-ID414351.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM; BHI; WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-07-26	c589cc713f624c59a7230e9f689d407f	High-quality draft	6551769	75	184844	92	491152	145	SPAdes	99.46	checkm	0.16	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AP-H7	Phocaeicola massiliensis	C45-96-B7	10.60712/SI-ID414352.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM; BHI; WCA	1-3 days	1	Germany	atopic dermatitis	Adult	feces	2021-06-23	16722fb8050cb0dcf14409f89f0505d1	High-quality draft	4254243	85	113218	294	312503	332	SPAdes	99.26	checkm	0.19	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	75266;4148;2752	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AP-H8	Bacteroides xylanisolvens	C45-96-1	10.60712/SI-ID414353.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM; BHI; WCA	1-3 days	1	Germany	atopic dermatitis	Adult	feces	2021-09-17	ff87a2acfaf1edf9e89c6a71ee2efa16	Manual review: are_contigs_less_100	5967411	106	185826	263	647574	231	SPAdes	99.3	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-DW-H2	Alistipes indistinctus	Cla-BB-H1	10.60712/SI-ID414354.1	Bacteroidota	Rikenellaceae	Anaerobe	BHI;WCA;mGAM	1-2 days	1	Germany	Healthy	Adult	feces	2023-01-19	940e6b5ae9528de18786006fdfc40f10	High-quality draft	3165073	62	378964	141	776317	574	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-DW-H3	Butyricimonas faecihominis	Cla-BB-G3	10.60712/SI-ID414355.1	Bacteroidota	Odoribacteraceae	Anaerobe	WCA; BHI	1-2 days	1	Germany	Healthy	Adult	feces	2023-01-19	7a9e0263ec7dbd00c89e22d9712a0b95	Manual review: is_trnas_grtr_18	4844460	60	213380	89	568363	284	SPAdes	99.46	checkm	0	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-ER-H1	Eggerthella lenta	H3-E	10.60712/SI-ID414207.1	Actinomycetota	Eggerthellaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-05-27	178924d6a90ab5ffa7502cad166e0cd7	High-quality draft	3442344	75	70695	31	321908	37	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	3791;1550	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H10	Collinsella sp. 2	Cul29-Z	10.60712/SI-ID414356.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-07-05	df60497fc3525b133d292c0ffb584cef	High-quality draft	2207865	65	97800	31	320256	346	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	37138;2417;2167	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H11	Collinsella sp. 3	Cul32-X	10.60712/SI-ID414357.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Schilddrüsen-Unterfunktion (Hashimoto)	Adult	feces	2021-07-05	15d853a7dd1d34335c6c99721e00579e	High-quality draft	2200306	40	170508	23	383428	333	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H2	Collinsella sp. 4	H3-N	10.60712/SI-ID414358.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-05-27	4891deabd7ff877ec162eaf75bf88f87	High-quality draft	2262656	72	67957	48	160862	280	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	6451	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H3	Collinsella sp019041915	H3-S	10.60712/SI-ID414359.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-05-27	531a913b140e4d512358c5c731865087	High-quality draft	2266083	31	275237	33	355003	258	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H4	Collinsella sp900544645	H4-Z	10.60712/SI-ID414360.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-06-10	350bbafe9369f0fe70996e58fefddc77	High-quality draft	2214875	37	139492	28	486135	283	SPAdes	99.19	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	31189	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H5	Collinsella sp003458415	H4-CC	10.60712/SI-ID414361.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-06-11	98a9e1ac955761f4246a38d160236d82	High-quality draft	2284038	54	82280	48	255209	260	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	32274	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H6	Collinsella sp900759565	Cul07-E	10.60712/SI-ID414362.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-06-21	b8719bde384b76eaeec911a5427bd488	High-quality draft	2254908	47	107882	29	186226	294	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H7	Collinsella sp900549025	Cul39-F	10.60712/SI-ID414363.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-06-28	09f23b3c080f51630d748216b44a092b	High-quality draft	2268808	37	136867	26	307371	396	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H8	Collinsella sp900545665	Cul39-W	10.60712/SI-ID414364.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2021-06-28	8bd6c443c6896d4ea87b30c9afbc6174	High-quality draft	2270507	36	178335	36	267567	284	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	35438;2622	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-ER-H9	Collinsella sp003469185	Cul21-e	10.60712/SI-ID414365.1	Actinomycetota	Coriobacteriaceae	Anaerobe	BHI;WCA	1-3 days	2	Germany	chronic enteritis	Adult	feces	2021-07-02	9f3ccdd21f3a0795d9d4c664f208b57d	High-quality draft	2263666	45	134870	40	425388	263	SPAdes	100	checkm	0.81	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-JM-H10	Lachnospira intestinalis	1-1-BHI-5-H9	10.60712/SI-ID414366.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	NAFLD	Adult	feces	2020-05-08	919aaf7d759319b0fd2959c5c4c29cd8	High-quality draft	3153493	81	163768	201	379644	435	SPAdes	98.66	checkm	0.67	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H11	Ruthenibacterium intestinale	1-1-BHI-5-H10	10.60712/SI-ID414367.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM;BHI;WCA	1-3 days	1	Germany	NAFLD	Adult	feces	2020-05-08	c5c24869602151813c03b78b1d0725bd	Manual review: are_contigs_less_100	3095593	117	53148	129	175477	249	SPAdes	98.3	checkm	0	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	5063	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-JM-H12	Roseburia amylophila	1-1-YCFA-3-D10	10.60712/SI-ID414208.1	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	NAFLD	Adult	feces	2020-05-08	2b34d0d6a6891e20282606f5f80f1c45	Manual review: are_contigs_less_100	3202267	100	127312	221	554558	241	SPAdes	99.52	checkm	2.19	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H13	Paraprevotella clara	1-1-GAM-1-C3	10.60712/SI-ID414209.1	Bacteroidota	Bacteroidaceae	Anaerobe	YCFA;WCA;mGAM	1-3 days	1	Germany	NAFLD	Adult	feces	2020-05-08	eb11951fb4ae16a94ceb853399fd26e0	High-quality draft	4103803	62	177287	26	425080	30	SPAdes	99.26	checkm	0	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-JM-H14	Bacteroides thetaiotaomicron	1-1-BHI-3-G6	10.60712/SI-ID414211.1	Bacteroidota	Bacteroidaceae	Anaerobe	BHI	1-3 days	2	Germany	NAFLD	Adult	feces	2020-05-08	31a8e1f08d641f5661c98d0cc20eafdd	High-quality draft	6105421	62	249518	135	504178	198	SPAdes	99.46	checkm	0.27	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H14B	Bacteroides thetaiotaomicron	2-1-GAM-2-D2	10.60712/SI-ID414210.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM	1-3 days	2	Germany	NAFLD	Adult	feces	2020-08-06	db80ba09ee4a3c8856b8dcb96906669f	Manual review: are_contigs_less_100	6252940	120	160196	400	455292	261	SPAdes	99.46	checkm	0.63	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H15	Bacteroides finegoldii	1-2-BHI-2-F7	10.60712/SI-ID414212.1	Bacteroidota	Bacteroidaceae	Anaerobe	BHI	1-3 days	1	Germany	NAFLD	Adult	feces	2020-04-28	c9e1b74f3e9fd8b964e359236177091f	High-quality draft	4567768	80	169452	285	443891	260	SPAdes	93.5	checkm	0.07	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H16	Blautia aquisgranensis	1-1-BHI-1-B2	10.60712/SI-ID414368.1	Bacillota	Lachnospiraceae	Anaerobe	BHI;mGAM;WCA;YCFA	1-3 days	1	Germany	NAFLD	Adult	feces	2020-05-08	ccaa52612ead5971a241b453956c76a6	Manual review: is_trnas_grtr_18	3630888	57	158103	109	404798	292	SPAdes	99.37	checkm	0.32	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	37495;1036	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H17	Parabacteroides distasonis	1-2-GAM-3-C3	10.60712/SI-ID414214.1	Bacteroidota	Tannerellaceae	Anaerobe	mGAM	1-3 days	2	Germany	NAFLD	Adult	feces	2020-04-28	95388be07db32663d3a39ac2a4cc72f0	High-quality draft	5278600	83	172730	158	616224	310	SPAdes	99.42	checkm	0.32	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H17B	Parabacteroides distasonis	2-1-BHI-4-H6	10.60712/SI-ID414213.1	Bacteroidota	Tannerellaceae	Anaerobe	BHI	1-3 days	2	Germany	NAFLD	Adult	feces	2020-08-06	b8653161691b3e1fd15761563c60f483	High-quality draft	5191200	98	104750	310	288425	314	SPAdes	99.42	checkm	0.32	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	30956	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H18	Odoribacter splanchnicus	1-2-BHI-3-C6	10.60712/SI-ID414216.1	Bacteroidota	Odoribacteraceae	Anaerobe	BHI	1-3 days	2	Germany	NAFLD	Adult	feces	2020-04-28	f9e0839021d6289fa2cbabc5a5376c37	Manual review: are_contigs_less_100	4578908	132	67385	184	174119	212	SPAdes	99.46	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	7059	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H18B	Odoribacter splanchnicus	2-1-YCFA-4-F9	10.60712/SI-ID414215.1	Bacteroidota	Marinifilaceae	Anaerobe	YCFA;BHI;mGAM;WCA	1-3 days	2	Germany	NAFLD	Adult	feces	2020-08-06	12f24130a70709559c2754f3bcdaf711	High-quality draft	4579722	95	91946	209	234448	211	SPAdes	99.46	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H2	Bacteroides cellulosilyticus	1-2-BHI-4-D11	10.60712/SI-ID414369.1	Bacteroidota	Bacteroidaceae	Anaerobe	BHI;mGAM;WCA;YCFA	1-3 days	1	Germany	NAFLD	Adult	feces	2020-04-28	9b6f69d8cff6c1f3d2c28295297deee7	High-quality draft	6957846	84	223133	150	457602	205	SPAdes	99.26	checkm	0.19	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-JM-H20	Alistipes onderdonkii	1-2-GAM-5-E7	10.60712/SI-ID414219.1	Bacteroidota	Rikenellaceae	Anaerobe	AAM;mGAM	1-3 days	1	Germany	NAFLD	Adult	feces	2020-04-28	7bce2b5e78b208b1fd0f83191b5b9853	Manual review: are_contigs_less_100, is_N50_grtr_25kb, is_max_contig_grtr_100kb	3881427	382	18135	643	54089	233	SPAdes	98.8	checkm	2.64	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H20B	Alistipes onderdonkii	2-1-GAM-4-E10	10.60712/SI-ID414218.1	Bacteroidota	Rikenellaceae	Anaerobe	mGAM	1-3 days	1	Germany	NAFLD	Adult	feces	2020-08-06	4fbfabaa301e0f053e117ac8ce5ae992	High-quality draft	3635535	40	311562	57	392878	315	SPAdes	99.28	checkm	0.48	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H21	Alistipes putredinis	1-2-GAM-4-A4	10.60712/SI-ID414221.1	Bacteroidota	Rikenellaceae	Anaerobe	YCFA;BHI;mGAM	1-3 days	2	Germany	NAFLD	Adult	feces	2020-04-28	43ff8ce82b41df6cdf1d535f2e55971d	High-quality draft	2612902	54	178910	269	443733	283	SPAdes	99.52	checkm	0.96	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	1239	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H21B	Alistipes putredinis	2-1-GAM-4-G3	10.60712/SI-ID414220.1	Bacteroidota	Rikenellaceae	Anaerobe	mGAM	1-3 days	2	Germany	NAFLD	Adult	feces	2020-08-06	b729913ec62f988e25eb66684a12df6e	High-quality draft	2645618	63	86041	59	232344	235	SPAdes	99.52	checkm	0.96	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H22	Alistipes shahii	1-1-GAM-1-H5	10.60712/SI-ID414222.1	Bacteroidota	Rikenellaceae	Anaerobe	mGAM	1-3 days	1	Germany	NAFLD	Adult	feces	2020-05-08	fa2949e8e5ab40d1c7750a1290bc7efe	High-quality draft	3384462	52	134218	57	396417	834	SPAdes	100	checkm	0.48	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	3410	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H23	Lachnospira rogosae	1-1-BHI-1-E11	10.60712/SI-ID414370.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	NAFLD	Adult	feces	2020-05-08	031544f742900ae7758296371a72dfc5	High-quality draft	2969103	23	294916	109	475888	712	SPAdes	98.66	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-JM-H24	Bacteroides intestinalis	1-2-GAM-4-F8	10.60712/SI-ID414223.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM	1-3 days	1	Germany	NAFLD	Adult	feces	2020-04-28	7ff3e014ebebddd1b1d1ab7fe1514529	High-quality draft	6000158	91	131832	42	369878	22	SPAdes	99.25	checkm	0.47	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-JM-H25	Bacteroides ovatus	1-2-BHI-4-G6	10.60712/SI-ID414224.1	Bacteroidota	Bacteroidaceae	Anaerobe	BHI;mGAM;WCA;YCFA	1-3 days	2	Germany	NAFLD	Adult	feces	2020-04-28	606c32c1e718487dd9e3fa632b397da7	High-quality draft	6427710	73	177784	118	557957	362	SPAdes	99.3	checkm	0.65	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
